Name,Fighter ID,Record,Height (feet/inches),Weight (pounds),Reach (inches),Stance,Year born,Significant strikes landed per minute,Significant striking accuracy (%),Significant strikes absorbed per minute,Significant strike defense (% of opponent's strikes that did not land),Average takedowns landed per 15 minutes,Takedown accuracy (%),Takedown defense (%),Average submissions attempted per 15 minutes 
Jeff Crotty,98601a40e9d96047,Record: 1-1-0,,155,,,,0.93,35,3.33,54,5.0,38,0,1.0
Marcio Cruz,6aa1cbc1466e9a0b,Record: 7-3-0,6.4,232,,Orthodox,1978,2.92,46,1.51,68,0.53,7,37,1.6
Alexander Crispim,15dedd05f8bcb475,Record: 7-2-0,,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
Daron Cruickshank,5f99b2bafb10305f,Record: 16-8-0 (1 NC),5.8,155,72,Switch,1985,2.88,38,2.98,57,2.04,41,60,0.2
Alex Crispin,8944a0f9b2f0ce6d,Record: 0-1-0,,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Tim Credeur,89b8d1bf1ff09d1d,Record: 12-4-0,6.3,185,75,Orthodox,1977,3.59,30,3.13,57,0.41,100,50,3.3
Paul Creighton,ed73c85164a5f5a4,Record: 3-1-0,5.6,155,,Southpaw,1970,0.72,75,4.65,30,5.37,37,0,0.0
Dan Cramer,480b702debcb5433,Record: 7-3-0,6.2,170,,Orthodox,1985,0.97,30,2.1,31,0.0,0,66,0.5
Andrew Craig,8a70ceb3edbe757b,Record: 9-4-0,6.1,170,76,Orthodox,1986,2.39,40,3.01,50,0.53,37,72,0.0
Alberto Crane,25433871e4eee0f4,Record: 15-5-0,5.5,155,,Orthodox,1976,0.43,25,2.61,57,0.0,0,50,4.0
Jeff Cox,c9bbf1a0285a8076,Record: 10-7-0,5.1,155,,Orthodox,1968,0.56,25,1.69,33,4.23,50,80,0.0
Paul Craig,eabf206b162b3b83,Record: 9-2-0,6.3,205,76,Orthodox,1987,3.73,58,3.36,49,0.93,16,66,2.8
Nathan Coy,15ec018d144710db,Record: 15-7-0,5.1,170,69,Southpaw,1978,3.88,52,2.4,61,3.17,47,50,0.0
Colby Covington,dc9572dd6ec74859,Record: 13-1-0,5.11,170,72,Orthodox,1988,3.09,41,1.71,62,5.98,53,88,0.3
Nikk Covert,400c7b43c86d27d3,Record: 3-4-0,5.8,185,,,1969,0.0,0,0.0,0,0.0,0,0,0.0
Ryan Couture,46fd223e3ced39b3,Record: 7-3-0,5.1,155,75,Orthodox,1982,3.54,45,2.87,54,1.55,29,46,1.3
Kim Couture,84c43f0d25f15b0b,Record: 3-6-0,5.8,135,,Orthodox,1975,12.12,80,2.31,69,0.0,0,0,0.0
Dave Courchaine,79ab17db3b40831a,Record: 5-5-0,5.8,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Miguel Cosio,d150c6fbdb7687f4,Record: 1-12-0,6.4,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
Patrick Cote,9fa3bd637edd9aa2,Record: 24-11-0,5.11,170,71,Orthodox,1980,2.81,48,3.21,48,0.68,20,43,0.2
Randy Couture,0aa92558424ced9e,Record: 19-11-0,6.1,205,75,Orthodox,1963,2.85,57,1.53,59,2.78,46,58,0.5
Chad Corvin,1267b631db78665a,Record: 6-0-0,6.5,255,,,,0.0,0,0.0,0,0.0,0,0,0.0
Rashad Coulter,d1528ac5675558b1,Record: 8-3-0,6.0,245,76,Orthodox,1981,3.96,49,8.51,53,0.0,0,100,0.0
JC Cottrell,3ec1e4ba98c9c85a,Record: 17-5-0,5.9,155,71,Orthodox,1989,0.79,25,2.75,45,0.79,100,50,0.0
Guilherme Costa,28877eddb1c0b967,Record: 7-1-0,,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Jadson Costa,222d6b547de2e035,Record: 10-2-0 (1 NC),5.7,155,,Orthodox,,0.2,50,3.05,50,0.0,0,0,0.0
Bethe Correia,673ea7dcc786b1b3,Record: 10-3-1,5.5,135,64,Orthodox,1983,4.34,45,3.87,59,0.48,25,85,0.0
Clint Coronel,fe67cd6423f7a8ad,Record: 2-5-0,,155,,,,4.93,32,5.6,66,0.0,0,66,0.0
Muhsin Corbbrey,1f9344211ca7fd60,Record: 9-7-0,5.1,155,,Orthodox,1978,2.02,34,5.41,53,0.0,0,80,0.4
Wesley Correira,4e9fb05d7e5e61b8,Record: 19-14-0,6.3,260,,Orthodox,1978,2.6,36,8.8,40,0.0,0,90,0.0
Michael Cora,2b91eff985b532cd,Record: 4-1-0,6.1,170,77,Southpaw,1989,0.8,28,0.13,66,0.0,0,25,0.0
Henry Corrales,7cb0946d51b8cde7,Record: 13-3-0,5.9,145,,,,4.12,41,5.84,55,0.0,0,69,0.0
Daniel Cormier,d967f0128c323de6,Record: 20-1-0 (1 NC),5.11,205,72,Orthodox,1979,3.84,49,2.47,58,1.89,42,80,0.5
Akira Corassani,3f52ce18fb98008f,Record: 14-7-0 (1 NC),5.8,145,68,Orthodox,1982,3.25,45,4.91,50,0.7,28,86,0.0
Chris Cope,8c8c92a12621d7e0,Record: 5-4-0,6.0,170,72,Orthodox,1983,3.96,26,4.82,50,0.0,0,80,0.0
Kit Cope,ce47f49e5c386a9c,Record: 4-7-0,6.0,170,,Orthodox,1977,1.18,52,2.12,35,0.0,0,50,3.5
Josh Copeland,3aa794cbe1e3484b,Record: 9-2-0,6.1,265,75,Orthodox,1982,1.03,31,3.01,55,0.0,0,57,0.0
Bobby Cooper,1b51895e5572cfda,Record: 12-7-0,6.1,155,,,,2.87,25,3.4,59,0.0,0,40,1.0
Brett Cooper,88ffe9745e218dd8,Record: 15-7-0,6.0,170,,Orthodox,1987,0.0,0,0.0,0,0.0,0,0,0.0
Amanda Cooper,d4a31850a7457f1b,Record: 4-3-0,5.3,115,64,Switch,1991,3.7,44,3.29,49,1.42,42,20,1.9
Bill Cooper,78bd6940d093fd33,Record: 2-1-0,,155,,,1984,0.0,0,0.0,0,0.0,0,0,0.0
TJ Cook,fa238ecfd048f7d8,Record: 12-4-0,,205,,,1982,2.3,47,3.18,54,1.01,50,0,0.0
Chad Cook,e6daf9cdbf0da889,Record: 9-9-0,6.2,205,,,1979,0.0,0,0.0,0,0.0,0,0,0.0
Mike Cook,3ab0df1ddd5f1dc2,Record: 11-9-0,6.1,205,,Orthodox,,1.72,49,2.4,46,1.03,33,55,2.1
Jonathan Contrestano,06d4eb8123087123,Record: 6-0-0,,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Bob Cook,1c061eb6e29eaa0a,Record: 5-0-0,5.9,170,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Jeremiah Constant,18f5669a92e99d92,Record: 10-7-0 (1 NC),6.1,240,,Orthodox,1974,1.5,75,3.25,43,0.0,0,0,7.5
Chris Condo,41e77dc504a192c6,Record: 0-1-0,6.0,335,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Carlos Condit,f9f07bb5a43535ed,Record: 30-11-0,6.2,170,75,Orthodox,1984,3.7,39,2.4,57,0.55,52,38,1.1
Christian Colombo,9123c54d0a2b72dd,Record: 8-3-1,6.5,265,80,Orthodox,1980,2.76,44,4.02,42,0.0,0,33,0.0
Wes Combs,a85998eb79650b2c,Record: 19-5-0,6.2,205,,Orthodox,1973,2.14,48,4.73,45,0.0,0,0,0.0
Jamie Colleen,6b64db453edf4c50,Record: 3-1-0,5.3,115,65,Orthodox,1985,2.58,49,3.53,37,1.02,100,40,3.1
Jake Collier,92fa1401b7927da3,Record: 11-4-0,6.3,205,78,Orthodox,1988,4.15,39,3.69,52,0.72,23,67,0.5
Clay Collard,cc900c6a71ed23f3,Record: 14-7-0 (1 NC),5.11,145,73,Orthodox,1993,4.22,32,5.0,50,2.81,39,71,0.5
Cortez Coleman,ffb20ae0db47ebe6,Record: 7-2-0,6.1,185,,,1982,0.0,0,0.0,0,0.0,0,0,0.0
Ivan Cole,987b80f57190d6d0,Record: 2-3-0,5.9,135,,,1990,2.68,36,4.69,46,0.0,0,0,0.0
Coltin Cole,cecd72feb0d640e3,Record: 2-3-0,,185,,,1989,0.0,0,0.0,0,0.0,0,0,0.0
Wayne Cole,2eab7a6c8b0ed8cc,Record: 16-18-0,6.1,205,,Orthodox,,0.57,20,8.33,27,4.31,25,0,4.3
Mark Coleman,21b8a0f5c231096f,Record: 16-10-0,6.1,205,75,Orthodox,1964,1.88,52,2.62,40,3.89,40,50,0.8
Devin Cole,1174782eacde9b0c,Record: 21-9-1,6.4,240,,Orthodox,1976,2.68,50,2.53,47,0.9,33,66,0.0
John Cofer,8b260672a21d1fd6,Record: 7-4-0,5.9,155,73,Southpaw,1984,2.73,41,3.43,62,1.22,50,64,0.0
Marc Cofer,e90d9d0681270953,Record: 4-4-0,,185,,,1972,0.0,0,0.0,0,0.0,0,0,0.0
Marloes Coenen,0b77a05bcbd2de74,Record: 21-5-0,5.9,145,67,,1981,2.15,51,1.9,67,0.82,30,41,2.5
Dakota Cochrane,8fa7e0bc052185ce,Record: 29-12-0,5.8,155,,,1986,2.66,75,2.66,30,4.43,33,0,0.0
Dave Cochran,6dbb1107de9a4a08,Record: 25-28-1,5.6,155,,,1973,0.0,0,0.0,0,0.0,0,0,0.0
Darryl Cobb,dc6d8256ee3dfba5,Record: 5-4-0,5.9,185,,,1980,0.0,0,0.0,0,0.0,0,0,0.0
Josh Clopton,48e96d9cea6d4ab0,Record: 6-2-1,5.6,145,68,Orthodox,1981,1.6,64,2.87,50,2.0,66,75,0.0
Brian Cobb,3138fab619faf4d1,Record: 19-6-0,5.11,155,,Orthodox,,0.0,0,3.68,55,5.81,50,0,0.0
RJ Clifford,8e32bfcff3ec1717,Record: 3-2-0,,160,,,,0.0,0,0.0,0,0.0,0,0,0.0
Chris Clements,e5ecaf884b6da2bc,Record: 12-6-0 (1 NC),5.1,170,70,Orthodox,1976,3.2,49,2.37,44,0.0,0,32,0.3
Rich Clementi,7d21de9c6d7c98b2,Record: 40-20-1,5.9,155,72,Southpaw,1976,1.43,37,2.29,60,1.72,42,25,1.1
John Clarke,a77c71a574132188,Record: 1-1-0,,170,,,1977,0.0,0,0.0,0,0.0,0,0,0.0
Mitch Clarke,c76ec2bc3a57666a,Record: 11-5-0,5.1,155,73,Orthodox,1985,2.35,34,3.27,47,0.64,15,50,0.4
Jessica-Rose Clark,6c8072b61c276e67,Record: 9-4-0 (1 NC),5.5,125,64,Orthodox,1987,5.2,57,3.97,54,2.0,66,60,1.0
Heather Jo Clark,dd4c16777fb2ccf9,Record: 7-6-0,5.6,115,64,,1980,3.69,49,5.62,50,0.33,4,80,0.3
Mychal Clark,69108cb8b32efe04,Record: 7-12-0,6.3,224,,Orthodox,,5.8,56,2.9,59,0.0,0,0,0.0
Dominic Clark,8a64b3f87ad29d1e,Record: 3-1-0,5.1,155,,,1985,0.0,0,0.0,0,0.0,0,0,0.0
Laverne Clark,1c2f2571b18791b6,Record: 27-19-1,5.11,170,,Orthodox,1973,0.0,0,0.0,0,0.0,0,0,0.0
Logan Clark,6776260cb0aef647,Record: 15-5-0,6.2,185,,Orthodox,1985,2.2,54,1.49,53,0.31,100,30,2.1
Johnny Cisneros,42611508ba8c3298,Record: 9-6-0,5.11,170,,,1980,0.0,0,0.0,0,0.0,0,0,0.0
Nikolajus Cilkinas,3f3550bf126a5721,Record: 1-6-0,,,,Orthodox,,0.0,0,5.88,16,0.0,0,0,0.0
Misha Cirkunov,67f272324a030d00,Record: 13-4-0,6.3,205,77,Orthodox,1987,4.53,51,2.63,66,4.44,56,50,1.5
Mike Ciesnolevicz,51b0bb73a1da34bc,Record: 19-4-0 (1 NC),6.0,235,,Orthodox,1979,0.51,50,4.62,57,0.0,0,20,5.1
Murad Chunkaiev,d4a12dfa4067742f,Record: 8-3-0,5.11,185,,Orthodox,,0.85,16,3.41,66,8.53,100,0,0.0
Steven Ciaccio,eaebaa6801338ea1,Record: 4-4-0,6.0,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Branko Cikatic,4e5bbc4566049cbf,Record: 0-2-0,6.1,215,,Orthodox,1954,0.0,0,0.0,0,0.0,0,0,0.0
Dan Christison,b369533a577fa97c,Record: 20-7-0,6.8,265,,Orthodox,1972,4.23,51,3.88,54,0.0,0,37,1.1
Anthony Christodoulou,4f11e9ce318ffbcb,Record: 12-6-0,5.9,155,72,Orthodox,1987,2.19,26,5.9,45,0.0,0,40,0.0
Joachim Christensen,2d447cc91bdaa545,Record: 14-6-0,6.3,205,76,Orthodox,1978,3.78,41,3.29,46,0.0,0,0,0.0
Will Chope,db5dc7cb80d7d418,Record: 19-6-0,6.4,145,76,Switch,1990,4.43,27,9.93,46,0.0,0,0,0.0
Katlyn Chookagian,e872e9a9a902c045,Record: 10-1-0,5.9,125,68,Orthodox,1988,4.0,30,3.8,64,0.0,0,57,0.2
John Cholish,03c9994c5b8958ec,Record: 8-3-0,5.11,155,72,Orthodox,1983,2.65,49,2.29,73,1.82,31,78,0.4
Ryo Chonan,55a7b2d4e54ffac9,Record: 20-12-0,5.9,170,70,Orthodox,1976,2.57,43,2.25,60,0.61,41,39,0.3
Hong Man Choi,2c104b7e59a72629,Record: 2-3-0,7.2,330,,Orthodox,1980,1.32,26,1.46,36,0.71,100,84,0.0
Sako Chivitchian,9f7787e56a6bc0f4,Record: 5-1-0,5.11,155,,,1984,2.4,27,4.8,46,0.0,0,100,0.0
Dooho Choi,e93b04e308913c2e,Record: 14-3-0,5.1,145,70,Orthodox,1991,5.64,53,6.26,54,0.55,20,50,0.0
Mu Bae Choi,371a1c91b24dec2b,Record: 9-4-0,6.2,230,,Orthodox,1970,1.55,49,3.65,44,3.12,75,60,1.0
Mark Cherico,79a193111e3bc99b,Record: 11-1-0,5.7,145,69,Orthodox,1986,3.69,34,7.37,56,5.03,50,0,0.0
Michael Chiesa,c58f51dedb310998,Record: 14-3-0,6.1,155,75,Southpaw,1987,2.18,37,2.52,50,2.71,40,68,1.4
Ion Cherdivara,c713a845360d604b,Record: 1-1-0,,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
Albert Cheng,d8d7b24d276c8cb0,Record: 2-4-0,5.11,170,,Orthodox,1985,1.0,41,2.6,71,0.0,0,0,0.0
Gabriel Checco,9c5f7d5c6d084b35,Record: 10-2-0,6.1,185,,Switch,1986,0.0,0,0.0,0,0.0,0,0,0.0
Dan Charles,32a4f1235f0dad73,Record: 10-6-1,6.2,228,,,1985,2.82,45,3.51,44,0.0,0,31,0.0
Emilio Chavez,84e8920e59ff14a7,Record: 12-9-0,5.9,145,,,,2.73,48,1.53,54,3.0,50,0,0.0
Joe Charles,19ffeb5e3fffd6d5,Record: 6-13-0,6.1,260,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Donnie Chappell,8788beb528894f33,Record: 0-1-0,5.11,178,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Mike Chandler,4b93a88f3b1de35b,Record: 9-4-0,5.8,155,,,1986,4.08,47,3.81,52,2.57,41,80,1.5
Alex Chambers,26b63bc5c0c1f65d,Record: 5-4-0,5.3,115,63,,1978,2.97,54,5.03,50,2.38,41,57,1.0
Ansar Chalangov,7342fcc41a4817fa,Record: 14-4-0,5.9,170,,Orthodox,1979,0.68,66,1.69,54,0.0,0,0,7.6
Luan Chagas,9ccf8371fd80d45d,Record: 15-2-1,6.0,170,75,Orthodox,1993,4.7,48,2.97,65,0.39,14,100,0.4
Jared Chaffee,fdf59144e535bc38,Record: 5-2-0,5.1,155,,,1984,0.0,0,0.0,0,0.0,0,0,0.0
Adam Cella,b27b8881d7444114,Record: 4-2-0,6.2,170,78,,1985,1.91,42,2.61,51,3.92,75,50,1.3
Donald Cerrone,1d00756835ca67c9,Record: 33-10-0 (1 NC),6.1,170,73,Orthodox,1983,4.24,48,4.09,54,1.35,37,71,1.5
Henry Cejudo,056c493bbd76a918,Record: 12-2-0,5.4,125,64,Orthodox,1987,3.78,43,2.44,71,2.44,38,100,0.1
Yosdenis Cedeno,3e61082025db8137,Record: 10-5-1,5.8,155,69,Orthodox,1985,1.64,29,1.6,67,0.0,0,31,0.3
Magnus Cedenblad,0e21976afc92e4d1,Record: 14-5-0,6.5,185,79,Orthodox,1982,2.38,51,3.02,40,2.87,64,66,1.0
Rafael Feijao,5c1ca0c72b599a3c,Record: 12-7-0 (1 NC),6.1,205,73,Orthodox,1980,2.71,53,3.62,49,0.6,40,63,0.1
Luke Caudillo,68d76fd9ecf7431d,Record: 17-16-0,5.7,155,,Orthodox,1980,1.97,28,5.07,55,0.44,20,85,0.0
Nick Catone,f8fe2053d73d7bcf,Record: 10-4-0,6.0,185,72,Southpaw,1981,2.11,44,2.32,63,3.71,44,83,0.5
Jenna Castillo,e680418329c84ec4,Record: 1-0-0,5.2,125,,,1982,3.24,56,2.01,57,1.68,100,100,0.0
Raul Castillo,feeae92f951f49a9,Record: 6-1-0,5.11,185,,Orthodox,,1.47,48,3.27,60,0.0,0,0,0.0
Eric Castile,a0a69dc9914ef6e1,Record: 3-2-0,5.8,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
Gil Castillo,31ceaf0e670c1578,Record: 8-5-0,5.9,170,,Southpaw,1965,0.6,45,2.22,44,3.33,45,50,0.0
John Castaneda,5fa2974cbd18e05c,Record: 13-2-0,5.7,135,70,Switch,1991,3.2,46,1.87,71,2.0,28,66,0.0
Joe Cason,2b1c6f28039efe36,Record: 8-1-0,6.3,205,,,1988,4.17,55,10.83,23,0.0,0,0,0.0
Dwayne Cason,31c01fbc2586a5eb,Record: 1-1-0,5.1,212,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Bendy Casimir,ec7ac09293d26c05,Record: 19-11-2,5.5,145,,Southpaw,1980,0.74,27,3.42,54,0.0,0,100,0.0
Brandon Cash,3993f7dcb7caf42a,Record: 5-3-0,6.5,255,,Orthodox,,5.42,72,0.68,33,10.17,66,0,0.0
Kevin Casey,8d9586726252dbf7,Record: 9-5-1 (2 NC),5.11,185,77,Southpaw,1981,2.27,53,3.76,46,0.79,22,27,0.4
Johnny Case,1f4b04a926ef1287,Record: 22-6-0,5.1,155,72,Orthodox,1989,3.95,38,2.66,61,1.7,45,72,0.0
Cortney Casey,5f179af5fffeb9f6,Record: 7-5-0,5.7,115,67,Orthodox,1987,4.76,39,4.1,57,0.37,66,25,0.2
Rafael Carvalho,620d8710e89cfeae,Record: 14-1-0,6.3,185,,,1986,1.94,50,1.84,54,2.77,40,70,0.0
Shane Carwin,68dd7b3783c19f9c,Record: 12-2-0,6.2,265,80,Orthodox,1975,4.38,47,3.53,53,1.42,33,42,0.0
Antonio Carvalho,fef3d17e27e916e7,Record: 15-6-0,5.9,145,68,Orthodox,1979,3.03,29,3.62,64,0.0,0,100,0.0
Bruno Carvalho,456c02115efc4a01,Record: 6-2-0,5.8,154,,,1982,0.6,45,0.93,53,0.0,0,66,4.0
Scott Carson,1e3302f9ab6f549a,Record: 4-2-0,6.2,215,,,,0.62,66,6.22,23,0.0,0,0,0.0
Shonie Carter,7b6e40a73b567072,Record: 50-27-7 (1 NC),5.1,170,,Southpaw,1972,1.62,36,2.32,47,0.75,66,75,0.0
Jonny Carson,0d49ddc07bd8c747,Record: 9-5-0,5.1,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Roger Carroll,572a89dbe1f76761,Record: 16-14-0,5.1,170,,,,7.62,61,10.48,43,0.0,0,100,0.0
Cody Carrillo,9346efb4bbaedd08,Record: 11-16-0,5.1,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Cain Carrizosa,064b7dc68d786254,Record: 6-2-0,5.8,155,74,Orthodox,1986,2.72,42,5.8,51,0.0,0,14,0.0
Gabriel Carrasco,89ed44801968b8e3,Record: 7-0-0,5.6,135,,,,4.15,37,1.53,80,0.0,0,100,0.0
Renato Moicano,b6452706b373eea1,Record: 11-1-1,5.11,145,72,Orthodox,1989,5.26,44,3.55,69,1.46,55,72,0.3
Roan Carneiro,1c86754617d9813a,Record: 21-11-0,5.11,170,74,Orthodox,1978,1.46,46,1.82,62,3.05,42,83,1.4
Liz Carmouche,51a0c09cbe9b8472,Record: 10-6-0,5.6,125,66,Orthodox,1984,3.27,55,2.66,60,2.94,50,66,0.2
Francis Carmont,3591d0d5d382a381,Record: 23-10-0,6.3,205,78,Orthodox,1981,2.22,42,1.64,59,1.79,36,73,0.6
Don Carlo-Clauss,f59a6de8a5dfe297,Record: 7-5-0,,170,,,,1.44,30,7.68,43,0.0,0,66,0.0
Antonio Carlos Junior,52e76bb4b3e852f3,Record: 10-2-0 (1 NC),6.2,185,79,Orthodox,1990,1.89,43,1.86,54,3.77,46,57,1.1
Ronald Carillo,cbd022eaf2ac546a,Record: 2-1-0,,125,,,,0.0,0,0.0,0,0.0,0,0,0.0
Chris Cariaso,b2e3aca4cd363477,Record: 17-8-0,5.3,125,63,Southpaw,1981,3.35,43,2.23,61,1.11,39,57,0.8
Edgar Cardenas,99a86b134dccc166,Record: 3-1-0,,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
Phil Cardella,f6a7b02c42e9fc5b,Record: 8-5-0,5.11,155,,,1976,2.47,50,2.0,57,0.0,0,11,2.5
Remo Cardarelli,e5512a6aed150d8f,Record: 7-5-0,,135,,,,2.27,47,1.47,59,0.0,0,100,0.0
Bryan Caraway,5ef0088c1b19beeb,Record: 21-9-0,5.8,135,68,Orthodox,1984,2.43,33,3.43,54,2.62,26,80,0.8
Dos Caras Jr.,155a02a8b4311057,Record: 9-5-0,6.4,225,,Orthodox,1977,0.77,23,1.2,59,0.0,0,72,0.0
Gina Carano,899eaba48fa864a6,Record: 7-1-0,5.8,145,,Orthodox,1982,4.5,47,2.66,64,1.24,66,85,1.6
Steve Cantwell,f1f9e48a0d150757,Record: 7-6-0,6.2,185,75,Orthodox,1986,3.63,34,5.76,55,0.65,30,80,0.7
Frank Caracci,44f9c777fed7ca03,Record: 2-3-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Cody Canterbury,23100e8f71f25a4a,Record: 1-10-0,5.8,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Jose Canseco,03da33a102d9a45f,Record: 0-1-0,6.4,240,,Orthodox,1964,0.78,10,4.68,62,0.0,0,0,0.0
Jared Cannonier,13a0275fa13c4d26,Record: 10-3-0,5.11,205,77,Switch,1984,3.61,52,2.74,68,0.24,33,27,0.0
Guido Cannetti,d05412b513b19621,Record: 7-4-0,5.6,135,68,Southpaw,1979,3.23,52,1.8,57,3.38,54,88,0.0
Luiz Cane,24b033b3daf1c9df,Record: 12-5-0 (1 NC),6.2,185,77,Southpaw,1981,4.79,41,5.0,60,0.56,28,100,0.3
Asbel Cancio,2a7afe14b3a0a058,Record: 0-1-0,5.1,225,,,,0.0,0,0.0,0,0.0,0,0,0.0
Ronaldo Candido,23fbe02caabcd214,Record: 6-0-0,5.6,125,,Southpaw,1989,1.67,42,3.87,52,8.0,53,0,5.0
Chico Camus,32be4b7f7de1c905,Record: 14-7-0 (1 NC),5.6,125,66,Orthodox,1985,2.58,41,2.46,64,0.77,40,72,0.4
Wagner Campos,db6d5f691aea3fd3,Record: 11-4-0,5.6,145,,Southpaw,1981,1.54,41,2.53,51,2.71,100,0,0.0
John Campetella,31bbd46d57dfbcb7,Record: 0-1-0,5.9,235,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Thomas Campbell,d060014a5a039829,Record: 2-1-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Shane Campbell,784285b7ae7dd85f,Record: 12-6-0,6.0,155,71,Orthodox,1987,3.99,59,3.19,55,1.36,28,82,0.0
Chris Camozzi,6c2030e0a143a94b,Record: 24-13-0,6.2,185,76,Orthodox,1986,3.57,44,2.96,56,0.27,19,57,0.5
Mike Campbell,f5585e675af7afd4,Record: 9-4-0,5.9,155,,Southpaw,,1.4,26,1.4,63,5.26,100,0,0.0
Frank Camacho,764342d39cdaa54a,Record: 21-6-0,5.1,170,73,Orthodox,1989,6.56,45,7.62,54,1.67,55,80,0.0
Cynthia Calvillo,98215d037be5bcb7,Record: 6-1-0,5.4,115,64,Orthodox,1987,3.29,37,3.29,65,1.59,50,69,2.5
Fabricio Camoes,7abe471b61725980,Record: 14-9-1,5.1,155,73,Orthodox,1978,1.29,33,1.85,61,2.34,32,20,1.5
Travis Calanoc,90d28fee0af74f2d,Record: 5-1-0,5.8,145,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Joanne Calderwood,12f91bfa8f1f723b,Record: 11-3-0,5.6,115,65,,1985,6.28,50,4.4,45,1.88,57,63,0.0
Alex Caceres,7aa3d6964eff4877,Record: 13-11-0 (1 NC),5.1,145,73,Southpaw,1988,3.75,48,2.62,63,0.6,81,58,0.9
Priscila Cachoeira,b1e5bcaad32a3cac,Record: 8-1-0,5.7,125,65,Orthodox,1988,0.21,16,10.09,15,0.0,0,0,0.0
Yan Cabral,7cdd3e5d3aa9cb39,Record: 12-3-0,5.11,155,73,Orthodox,1983,2.02,47,1.98,62,2.89,35,37,1.2
JP Buys,0b362247806341e5,Record: 4-1-0,5.6,125,66,Orthodox,1996,2.01,42,3.35,46,4.02,50,0,0.0
Alvin Cacdac,ce7871949b0ed2bf,Record: 16-11-0,5.6,125,,Orthodox,,1.21,66,0.61,0,0.0,0,0,0.0
Charles Byrd,76ee3d666c648f6b,Record: 9-4-0,5.1,185,73,Orthodox,1983,3.51,54,1.09,60,3.76,100,57,2.5
Ian Butler,6b8fd98eb52363d1,Record: 3-3-0 (1 NC),5.8,155,,,,2.09,14,6.69,36,0.0,0,50,0.0
Raphael Butler,f941505e35fb1eae,Record: 9-2-1,6.3,261,,,1984,4.69,45,0.94,91,0.0,0,100,14.1
Todd Butler,3fed746acfd026dd,Record: 1-4-0,6.1,200,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Eduardo Bustillos,f273f1b8df04c8a1,Record: 5-3-0,5.8,135,,,1987,2.61,59,6.22,35,0.0,0,100,0.0
Goldman Butler,e2d5072048b825b1,Record: 1-4-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Jason Butcher,30e39145fec48d25,Record: 10-2-0,6.3,185,,,1984,1.82,40,2.73,25,13.64,50,0,0.0
Murilo Bustamante,85d905f7c4f5a1af,Record: 14-8-1,6.2,183,,Orthodox,1966,1.33,32,1.9,60,2.46,33,54,1.2
Nick Bustamante,51b1ca2a4b064101,Record: 5-3-0,5.9,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
George Bush,f0c779dc2ca3816c,Record: 5-2-0,6.1,205,,,,6.35,64,2.31,55,17.31,66,0,0.0
Bubba Bush,132505067f08c54d,Record: 8-3-0 (1 NC),6.0,185,73,Orthodox,1985,0.63,55,7.01,25,2.82,50,60,0.0
Josh Burns,1e092415a7eeaf65,Record: 8-10-0,6.1,244,,,1978,2.4,48,5.73,32,0.0,0,100,0.0
Martin Buschkamp,8fc30d8cebb17116,Record: 9-0-0 (1 NC),5.9,145,70,Orthodox,1991,0.0,0,0.0,0,0.0,0,0,0.0
Kevin Burns,a6d8bfe9e0c8153b,Record: 9-5-0,5.1,170,74,Orthodox,1980,2.74,38,4.3,52,0.28,50,47,0.8
Nah-Shon Burrell,2c64c035485906aa,Record: 9-3-0 (1 NC),5.11,170,73,Orthodox,1990,4.83,47,3.45,56,0.0,0,52,0.3
Mads Burnell,69f01b25dfabaf6b,Record: 9-2-0,5.8,145,69,Orthodox,1994,1.13,46,2.91,39,1.7,42,22,0.6
Gilbert Burns,23024fdfc966410a,Record: 12-2-0,5.1,155,71,Orthodox,1986,2.49,37,3.42,57,2.09,33,38,0.9
Mikey Burnett,4c805f5f58a75df0,Record: 5-2-0,5.6,170,,Orthodox,1974,0.0,0,0.0,0,0.0,0,0,0.0
